Portfolio,Provenance Statement,Date,Signed,Period,(not entered),Artist,On View,Img_path,Markings,More Information,Inscribed,Dynasty,Classifications,Dimensions,Credit Line,Culture,Object number,Materials,Place of Origin,Department,Img_url,Title
,,,,,,,Not on view,images_china/asian_china1343.jpg,,"The suffused glaze seen here, described as huaci (""diverse glazed ceramic"") in Tang texts, originated in Lushan (Henan) and is considered the predecessor of the later jun glaze of the Song dynasty. The ewer's three-lobed spout is connected by a roundel to a curving two-bar handle. The vessel's full body sits on a short foot and is surmounted with a long neck. This shape, adapted from West Asian metalwork, reflects the vogue in Tang ceramics of artists and patrons who sought inspiration from international sources to lend vivacity to their art. Suffused-glaze wares, only a small part of the ceramic production in Henan, is nevertheless one of the site's essential glories (KG 1957.4: pl. 6; Li 1989: 114).",,Tang dynasty (618-907),Ceramics,"H. 12 in x Diam. 6 1/8 in, H. 30.5 cm x Diam. 15.6 cm",The Avery Brundage Collection,,B62P76,High-fired ceramic with applied details and suffused grayish-blue glaze,"Henan province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/21133/preview,Ewer with three-lobed spout
,,1127-1368,,,,,On view,images_china/asian_china1344.jpg,,"Southern Celadon (Greenish) Wares of the Song and Yuan Dynasties The term yue generally refers to celadon-glazed wares from all periods made at kilns in Zhejiang province, which was known as Yue during the Eastern Zhou period (770 BCE–256 BCE). Otherwise, the term refers to any wares made during the Tang dynasty (618–907) when the area was administratively in Yue prefecture. Since the 200s, Yue had been the leading kiln to employ mold stamping, sculpting, and applied ornamentation. Longquan wares were mostly decorated with a bright green glaze made at kilns in Longquan, Zhejiang province, from the 900s. A majority of the output consisted of export goods, everyday utensils, and imitations of antique styles.",,Southern Song period (1127-1279) or Yuan dynasty (1271-1368),Ceramics,"H. 16 1/4 in x Diam. 5 7/8 in, H. 41.3 cm x Diam. 14.9 cm",The Avery Brundage Collection,,B62P94,"High-fired ceramic with molded design under glaze
(Longquan ware)","Longquan, Zhejiang province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/21172/preview,Vase in the shape of an ancient jade vessel
,,1127-1279,,,,,On view,images_china/asian_china1345.jpg,,"Southern Celadon (Greenish) Wares of the Song and Yuan Dynasties The term yue generally refers to celadon-glazed wares from all periods made at kilns in Zhejiang province, which was known as Yue during the Eastern Zhou period (770 BCE–256 BCE). Otherwise, the term refers to any wares made during the Tang dynasty (618–907) when the area was administratively in Yue prefecture. Since the 200s, Yue had been the leading kiln to employ mold stamping, sculpting, and applied ornamentation. Longquan wares were mostly decorated with a bright green glaze made at kilns in Longquan, Zhejiang province, from the 900s. A majority of the output consisted of export goods, everyday utensils, and imitations of antique styles.",,Southern Song period (1127-1279),Ceramics,"H. 4 3/8 in x Diam. 5 1/2 in, H. 11.2 cm x Diam. 14 cm",The Avery Brundage Collection,,B62P151,"High-fired ceramic with molded design under glaze
(Longquan ware)","Longquan, Zhejiang province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/21281/preview,Incense burner with design of peony scrolls
,,,,,,,Not on view,images_china/asian_china1346.jpg,,,,Song dynasty (960-1279),Ceramics,"H. 2 3/8 in x Diam. 2 7/8 in, H. 6.1 cm x Diam. 7.3 cm",The Avery Brundage Collection,,B62P184,Porcelain with white glaze,"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/21351/preview,Small spherical jar
,,1800-1850,,,,,Not on view,images_china/asian_china1347.jpg,,,,,Metal Arts,W. 3 7/8 in,The Avery Brundage Collection,,B60P2205,Enamel on metal,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18796/preview,"Small dish, one of a set of six"
,,1736-1795,,,,,On view,images_china/asian_china1348.jpg,,,,"Qing dynasty (1644-1911), Reign of the Qianlong emperor (1736-1795)",Metal Arts,"H. 5 in x Diam. 2 1/2 in, H. 12.7 cm x Diam. 6.4 cm",The Avery Brundage Collection,,B60P2313,Copper alloy with enamel,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/18881/preview,Vase depicting quail by a rice paddy
,,approx. 1000-1127,,,,,On view,images_china/asian_china1349.jpg,,"Ceramics of the Song, Jin, and Yuan Dynasties (960–1368) Ceramics are categorized according to their style and place of production. Various techniques and glaze options demonstrate how great ideas are perpetuated over time, with one innovation inspiring the next. The two major single-color glazes are the white Ding and celadon wares (known as Yaozhou, Yue, and Longquan wares). Jun ware is known for its thick glazes, some suffused with rose or purple splashes, and often exemplified by a successful copper red. Porcelain from Jingdezhen is characterized by a pale bluish glaze and its high quality of clay, while Cizhou wares from large regions in the north earned popularity for their fluid, intimate decorations.",,Northern Song period (960-1127),Ceramics,"H. 6 1/8 in x Diam. 3 3/8 in, H. 15.6 cm x Diam. 8.6 cm",The Avery Brundage Collection,,B60P1363,"High-fired ceramic with carved decoration under glaze
(Yaozhou ware)","Tongchuan, Shaanxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/57967/preview,Vase with design of lotus panels and peony sprays
,,approx. 1000-1200,,,,,Not on view,images_china/asian_china1350.jpg,,,,Song dynasty (960-1279),Ceramics,"H. 6 in x Diam. 12 1/2 in, H. 15.2 cm x Diam. 31.7 cm",The Avery Brundage Collection,,B60P1491,High-fired ceramic,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/17510/preview,Large bowl
,,approx. 1100-1127,,,,,On view,images_china/asian_china1351.jpg,,"Ceramics of the Song, Jin, and Yuan Dynasties (960–1368) Ceramics are categorized according to their style and place of production. Various techniques and glaze options demonstrate how great ideas are perpetuated over time, with one innovation inspiring the next. The two major single-color glazes are the white Ding and celadon wares (known as Yaozhou, Yue, and Longquan wares). Jun ware is known for its thick glazes, some suffused with rose or purple splashes, and often exemplified by a successful copper red. Porcelain from Jingdezhen is characterized by a pale bluish glaze and its high quality of clay, while Cizhou wares from large regions in the north earned popularity for their fluid, intimate decorations.",,Northern Song period (960-1127),Ceramics,"H. 2 3/8 in x Diam. 5 1/2 in, H. 6.1 cm x Diam. 14 cm",The Avery Brundage Collection,,B60P1758,"High-fired ceramic with carved decoration under glaze
(Yaozhou ware)","Tongchuan, Shaanxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/17832/preview,Bowl for flower arrangement
,,,,,,,Not on view,images_china/asian_china1352.jpg,,"Cockscomb vases with holes on the top handle can be further classified into single- and double-holed varieties. This single-holed type displays a wide body on a flat base or a footring, the body is oblate toward the top and rounded toward the bottom, with a cylindrical mouth, and a crown with a pointed top whose hole serves as a handle and holds a rope which ties the vessel to a stopper for the mouth. Glazed in white or green, this type recovered from late tenth- to early eleventh-century tombs in Liaoning (KGXB 1956.3: pl. 6.1, 2), was the basic pilgrim flask shape from which the double-holed variety was developed.",,Liao dynasty (916-1125),Ceramics,"H. 9 in x W. 6 3/8 in x D. 7 in, H. 22 cm x W. 16.2 cm x D. 17.8 cm",The Avery Brundage Collection,,B60P529,"Low-fired ceramic, molded body with attached top, green lead glaze","Liaoning province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16973/preview,Cockscomb vase
,,1736-1795,,,,,On view,images_china/asian_china1353.jpg,,,,"Qing dynasty (1644-1911), Reign of the Qianlong emperor (1736-1795)",Metal Arts,"H. 14 in x W. 3 3/8 in x D. 28 in, H. 35.6 cm x W. 8.6 cm x D. 71.1 cm",The Avery Brundage Collection,,B60P1154,Copper alloy with enamels,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/17101/preview,Large vase with sages under pine trees
,,,,,,,Not on view,images_china/asian_china1354.jpg,,,,"Qing dynasty (1644-1911), Reign of the Kangxi emperor (1662-1722)",Ceramics,"H. 18 in x Diam. 7 in, H. 45.7 cm x Diam. 17.8 cm",The Avery Brundage Collection,,B60P60,Porcelain with enamel decoration (famille rose),"Jingdezhen, Jiangxi province, China",Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16280/preview,Cylindrical vase
,,approx. 1300-1500,,,,,Not on view,images_china/asian_china1355.jpg,,,,Yuan dynasty (1271-1368) or Ming dynasty (1368-1644),Ceramics,H. 8 1/4 in x W. 8 in,The Avery Brundage Collection,,B60P122,High-fired ceramic with blue glaze with area of exposed brown slip,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/16442/preview,Incense burner
,,1834,"Artist signature and date: Painted for my brother Master Tian, Ni Can, in the fall of the year jiawu 甲午秋月寫為在田大兄先生大雅正之。倪璨。

Seal: Can 璨(白文長方印)。",,,"Ni Can (Chinese, 1764 - 1841)",Not on view,images_china/asian_china1356.jpg,"Two seals: ?, can","This scene of a concert in a bamboo grove was inspired by the legend of the seven sages who gathered in the late 200s in a bamboo grove near Nanjing, in southeastern China. They gathered to search for an understanding of supreme reality, or the Way (Dao), as well as to discuss music and poetry. The artist successfully conveys the great pleasure enjoyed by the Chinese zither, or qin, master and his audience as he plays for them.",Clear inspiration in bamboo grove 竹林清興。,"Qing dynasty (1644-1911), Reign of the Daoguang emperor",Painting,"H. 12 in x W. 24 1/8 in, H. 30.48 cm x W. 61.28 cm",Gift of Joseph and Nancy Wang in memory of Dr. and Mrs. Hsin-Chung Wang,,1998.32.g,Ink and colors on paper,,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/65269/preview,Fresh Inspiration Rising from the Bamboo Grove
,,1997,,,,"Song Yulin (Chinese, b. 1947)",Not on view,images_china/asian_china1357.jpg,,"Landscape as a Dialogue with the Past The artist Song Yulin has studied multiple schools of Chinese painting and believes in the concept of learning from the past in order to enrich and enliven the art of the present. This is the traditional path along which Chinese painting has evolved. This group of fan paintings depicts scenic spots in and around the Jiangsu area in southeastern China. Each work was done in the fine-line (gongbi) style, for which the artist has been praised. Another technique borrowed from the past can be seen in Song's delineation of the hills and valleys with brushstrokes observed to be simultaneously vigorous and gentle, strict and harmonious.",,,Painting,"H. 6 1/8 in x W. 19 1/8 in, H. 15.6 cm x W. 46.0 cm (image); H. 10 5/8 in x W. 19 1/8 in, H. 27.0 cm x W. 48.6 cm (overall)",Gift of the Yiqingzhai Collection,,2001.38.2,Ink and colors on gold-flecked paper,,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/4232/preview,"Landscape of All Seasons, One of a Set of 8"
,,1997,,,,"Song Yulin (Chinese, b. 1947)",Not on view,images_china/asian_china1358.jpg,,"The artist Song Yulin has studied multiple schools of Chinese painting and believes in the concept of learning from the past in order to enrich and enliven the art of the present. This is the traditional path along which Chinese painting has evolved. This group of fan paintings depicts scenic spots in and around the Jiangsu area in southeastern China. Each work was done in the fine-line (gongbi) style, for which the artist has been praised. Another technique borrowed from the past can be seen in Song's delineation of the hills and valleys with brushstrokes observed to be simultaneously vigorous and gentle, strict and harmonious.",,,Painting,"H. 6 1/8 in x W. 19 1/8 in, H. 15.6 cm x W. 46.0 cm (image); H. 10 5/8 in x W. 19 1/8 in, H. 27.0 cm x W. 48.6 cm (overall)",Gift of the Yiqingzhai Collection,,2001.38.4,Ink and colors on gold-flecked paper,,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/4234/preview,"Landscape of All Seasons, One of a Set of 8"
,,1883,"Artist signature and date: 癸未秋日趙之謙 

Seal: 撝叔(白文方印)；趙之謙(白文方印)；撝叔(朱文方印)；趙孺卿(朱文方印)",,,"Zhao Zhiqian (Chinese, 1829 - 1884)",Not on view,images_china/asian_china1359.jpg,,,六國印何如負郭二頃田 千載名不及即時一杯酒 元遺山續夢中詩句也。,Qing dynasty (1644-1911),Painting,"H. 67 1/2 in x W. 14 7/8 in, H. 171.4 cm x W. 37.8 cm (overall); H. 52 7/8 in x W. 12 5/8 in, H. 134.3 cm x W. 32.1 cm (image)",The Yeh Family Collection,,2007.105.1-.2,Ink on paper,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/8968/preview,Couplet from a Poem by Yuan Haowen
,,,"Signature: 翁方綱  。

Seal: “翁方綱” 白文方印; “覃溪” 朱文方印。",,,"Weng Fanggang (Chinese, 1733 - 1818)",Not on view,images_china/asian_china1360.jpg,,"The Elegant Gathering at the Orchid Pavilion, organized by Wang Xizhi in 353, served as a model for gatherings of China's educated elite for centuries afterward. This event was commemorated by a series of poems written by the participants. Wang Xizhi himself wrote the introduction, which became perhaps the single most influential piece of calligraphy in Chinese history. Although the original has been lost, the piece was copied and recorded in a number of versions. One such version was the inspiration for this piece by Weng Fanggang. CONTENT In his commentary Weng states that, among the Dingwu versions of the ""Preface to the Orchid Pavilion,"" the so-called Zhao Zigu's Water-Dropped Rubbing version is said to be the best. He goes on to trace the history of the piece: who owned it, who added inscriptions, and so on.",定武蘭亭以趙子固落水本最為著稱，然吴傅朋得於長安薛氏之本即所谓趙集賢十三跋者也。後歸曹世長，有鲜于伯幾及柯敬仲手跋，董香光品定此本以為真蹟。惜涿鹿馮氏僅以趙臨本入石，而未刻其前定武本及諸跋耳。,Qing dynasty (1644-1911),Painting,"H. 15 3/8 in x W. 66 1/2 in, H. 39.1 cm x W. 168.3 cm (overall); H. 12 1/4 in x W. 50 7/8 in, H. 31.1 cm x W. 129.2 cm (image)",The Yeh Family Collection,,2016.256,Ink on gold-speckled paper,,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/48734/preview,Commentary on the Dingwu Version of the Preface to the Orchid Pavilion
,,dated 1694,"王翬、楊晉、王雲、顧政、徐玫、顧昉、吳芷、虞浣八人合作   花卉松柏錦集  絹本設色
Wang Hui (王翬1632-1717), zi: Shigu 石谷. hao: Gengyan daoren 耕煙道人; Qinghui zhuren 清翬主人; Wumu shangren 烏目山人; Jianmen qiaoke 劍門樵客. native of Changshu, Jiangsu. Representative of the the Qing orthodox Yushan 虞山 school. 
Wang Yun (王雲1652-after 1735), zi: Hanzao 漢藻; Wen’an 雯庵. hao: Qingchi 清癡; Zhuli 竹里. native Gaoyou 高郵 of Jiangsu. Once, Wang was recommended as a distinguished painter of Jiangnan, to receive an oral award of Emperor Kangxi (r. 1662-1722). His figures and architectural paintings followed Qiu Ying, while his landscapes were close to Shen Zhou. 
Yang Jin (楊晉1644-1726), zi: Zihe 子鶴; Zihe 子和. hao: Xiting 西亭; Gulin qiaoke 谷林樵客; He daoren 鶴道人. Native of Changshu, Jiangsu. A pupil of Wang Hui, often substituted painting for Wang Hui. p.1188
Gu Zheng (顧政 active. late 17th ce), zi: Liuji 六紀. He changed his last name, Yang 楊, to Gu after he was accepted as a pupil by Gu Jianlong (顧見龍1606-?), from Taicang, Jiangsu, who was assigned to paint Buddhist figures for imperial temples.  p.1538
Xu Mei (徐玫 active. late 17th ce), zi: Cairuo彩若. hao: Huawu 華塢. A bird-and-flower painter from Wu (Suzhou), Jiangsu. He also succeeded in figure painting.    p. 707
Gu Fang (顧昉 active. late 17th ce), zi: Rifang 日方; Yuanshi 元始. hao: Ruozhou 若周; Wangao 晚皋；Gengyun 耕雲. Native of Huating (Shanghai). His landscape modeled after Song-Yuan masters. Wang Hui recognized his skills and often asked him to work together on assignments from the court.    p. 1537
Wu Zhi (吳芷 active. late 17th ce), zi: Ai’an 艾庵. A bird-and-flower painter from Wujing of Jiangsu.    
Yu Huan (虞浣 active. late 17th ce), zi: Hanzhi浣之; Hanzhi 澣之. From Jiangdu (Yangzhou) of Jiangsu. Artistically influenced by his close friend Wang Hui. He rendered his landscape by simple, solid brushwork, yet his bird-and-flower paintings were classically refined.    


Inscription and seal: 
1. Center top: Pine painted by Jianmen qiaoke Wang Hui four days before the changzhi (summer) of the year jiaxu (1694). 2 seals: Seal of Wang Hui; Shigu.
2. Left top: Plums painted by Yang Jin from Yushan. 2 seals: Seal of Yang Jin; Zihe.
3. Left: Wang Yun from Hanshang added Linzhi fungus, cymbidium, and green cypress. 1 seal: Wang Yun.
4. Lower left: Camellia painted by Gu Zheng from Luojiang. 1 seal: Gu Zheng
5. Right: Xu Mei from the Wu area painted Tainzhu (Nandian). 2 seals: Hua; Wu
6. Upper Right: Additional ink work by Gu Fang from Yunjian. 2 seals: Seal of Gu Fang; Yun Jian
7. Right center: Chinese rose by Wu Zhi from Songling. 2 seals: Wu; Zhi
8. Lower Right: Narcissus painted by Yu Huan from Nansha. 2 seals: Wanzhi; Yu Huan",,,"Gu Fang (Chinese, 1650 - 1700)",Not on view,images_china/asian_china1361.jpg,,,,Qing dynasty (1644-1911),Painting,"H. 97 in x W. 28 1/8 in, H. 246.4 cm x W. 71.4 cm (overall); H. 55 1/2 in x W. 22 7/8 in, H. 141.0 cm x W. 58.1 cm (image)",The Yeh Family Collection,,2013.24,Ink and colors on silk,China,Chinese Art,https://searchcollection.asianart.org/internal/media/dispatcher/58714/preview,"Flowers, Pine and Bamboo"
