Title,Artist,Place of Origin,Date,Material,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL,Unnamed: 16,Medium,Museum
"Small ewer, handle broken",,China,,,,Gift of Cecilia and Leandro Locsin,,,Vessel,,,,,All_images\image2524.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3570_1-000001,,,Smithsonian Institution
"Tile fragment, originally from disc shaped tile",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Architectural Element,,,,,All_images\image2525.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-839_1,,,Smithsonian Institution
Mountain Dwelling in a Sparse Landscape,Huang Binhong (1865-1955),China,ca. 1940,,H x W (image): 81 x 31.5 cm (31 7/8 x 12 3/8 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2526.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6883_02,,Ink and color on paper,Smithsonian Institution
"Rubbing of two circular roof tiles, with inscription in standard script",,China,1909,,H x W: 96.7 x 37.5 cm (38 1/16 x 14 3/4 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2527.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7499_27,,Ink on paper,Smithsonian Institution
Epitaph of Yuan Ting's Wife née Mu,,China,inscription: 518; rubbing. 20th century,,H x W: 67.6 x 67.4 cm (26 5/8 x 26 9/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2528.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7502_36,,Ink on paper,Smithsonian Institution
"Vessel wall, fragment",,"Longquan, Zhejiang province, China",1127-1279,,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2529.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1116.1_1-000002,,Stoneware with Guan style glaze,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2530.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2754_1,,,Smithsonian Institution
"Vessel wall, fragment",,"Longquan, Zhejiang province, China",1127-1279,,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2531.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1116.2_1-000002,,Stoneware with Guan style glaze,Smithsonian Institution
Rim fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2532.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2756_1,,,Smithsonian Institution
"Rim fragment, number on piece ""west"" B7i",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2533.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-770_1,,,Smithsonian Institution
Ding-shaped incense burner leg (fragment),,"Jiaotanxia kiln site, Hangzhou, Zhejiang province, China",1127-1279,,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2534.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-208v1,,Stoneware with Guan glaze,Smithsonian Institution
Rubbing of six sides of a Buddhist pillar engraved with sutras,,China,inscription: 849,,H x W: 162.9 x 115 cm (64 1/8 x 45 1/4 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2535.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_36,,Ink on paper,Smithsonian Institution
Rhinoceros Horn Cup,,China,1600-1800,,H x W x D: 9.4 x 10.5 x 13.6 cm (3 11/16 x 4 1/8 x 5 3/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.562.1",,,Vessel,,,,,All_images\image2536.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8083_23,,Rhinoceros horn,Smithsonian Institution
Figure in the form of a horse head,,China,2nd century BCE-2nd century CE,,H x W x D: 2.7 x 5.1 x 1.8 cm (1 1/16 x 2 x 11/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images\image2537.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7383_31,,Serpentine,Smithsonian Institution
The Brush Sings and the Ink Dances,Wang Jiyuan (1895-1975),China,mid-20th century,,H x W: 121.4 x 28.8 cm (47 13/16 x 11 5/16 in),"Gift of The School of Chinese Brushwork, from the Estate of Wang Chi-yuan",,,Calligraphy,,,,,All_images\image2538.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7332_42,,Ink on paper,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2539.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-815_1,,,Smithsonian Institution
"Vase, red-orange; lined with bright blue enamel; one of pair",,China,,,,,,,Vessel,,,,,All_images\image2540.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-L-8_1-000001,,Lacquer (plastic?),Smithsonian Institution
Surfaces of an octagonal Buddhist pillar,,China,inscriptions: 932,,H x W (each): 120.6 x 33.9 cm (47 1/2 x 13 3/8 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2541.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7503_38,,Ink on paper,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2542.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2768_1,,,Smithsonian Institution
4 rubbings a. of bronze finial; b. of bronze ornament in the form of a pony; c. of a bronze pommel (?); d. of a bronze ornament in the form of a rider and pony,,China,,,,,,,Rubbing,,,,,All_images\image2543.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8446_30,,Ink on paper,Smithsonian Institution
Bottom of saggar - part of FSC-P-857,,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Tool and Equipment,,,,,All_images\image2544.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-858,,,Smithsonian Institution
Urn,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2545.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2643_1-000001,,,Smithsonian Institution
"Ceremonial vessel of the type ting, with cover. 7 pieces, sliced.",,China,,,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2546.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8521_01,,Bronze,Smithsonian Institution
"Dish, fragment",,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2547.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-165v1,,Sroneware with white slip under clear glaze,Smithsonian Institution
Saddled horse,,"Inner Mongolia/Ordos, China",220-589,,H x W: 3.7 x 4.6 cm (1 7/16 x 1 13/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images\image2548.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7706_11,,Bronze,Smithsonian Institution
Emperors of Antiquity,Formerly attributed to Guanxiu (傳)貫休 (822-912),China,16th century,,H x W (image): 106.4 x 55.6 cm (41 7/8 x 21 7/8 in),Gift of Mrs. Ruth Meyer Epstein,,,Painting,,,,,All_images\image2549.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5806_13,,Hanging scroll; ink and color on silk,Smithsonian Institution
Rim fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2550.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-786_1,,,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2551.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-794_1,,,Smithsonian Institution
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,,,,,,Rubbing,,,,,All_images\image2552.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_13,,Ink on paper,Smithsonian Institution
"Rim fragment, number of piece Rm",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2553.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-724_1,,,Smithsonian Institution
"Rim fragment, number on piece ""west"" D4e",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2554.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-755_1,,,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2555.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-803_1,,,Smithsonian Institution
Pipe bowl,,China,17th-19th century,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Tool and Equipment,,,,,All_images\image2556.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-247_1,,Bronze or brass,Smithsonian Institution
"Bowl rim, fragment",,"Jiaotanxia kiln site, Hangzhou, Zhejiang province, China",12th-13th century,,,Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images\image2557.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-218v1,,Stoneware with Guan glaze,Smithsonian Institution
Base (broken),,China,206 BCE-220 CE,,H x W: 6.9 x 7.5 cm (2 11/16 x 2 15/16 in),Gift of Charles Lang Freer,,,Unclassified,,,,,All_images\image2558.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8531_14,,"Bronze, gilding",Smithsonian Institution
Ritual vessel (gu),,China,1100-1000 BCE,,H x W: 30.9 x 17.8 cm (12 3/16 x 7 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image2559.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7384_33,,Bronze,Smithsonian Institution
"Mouth rim or lip, vessel fragment",,"Longquan, Zhejiang province, China",1127-1279,,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2560.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1099_1-000002,,Stoneware with Guan style glaze,Smithsonian Institution
Rim fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2561.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-799_1,,,Smithsonian Institution
"Base of small bowl, fragment: broad flat footrim",,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2562.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3277_1,,,Smithsonian Institution
Round five-spurred firing support,,"Qionglai kiln site, Qionglai, Sichuan province, China",9th-early 10th century,,,Gift of Dr. David C. Graham,,,Tool and Equipment,,,,,All_images\image2563.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-189v1,,Unglazed stoneware,Smithsonian Institution
Vessel,,China,ca. 1100-1000 BCE,,H x W x D: 24.3 x 21.7 x 14.6 cm (9 9/16 x 8 9/16 x 5 3/4 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image2564.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6352_05,,Bronze Cast,Smithsonian Institution
"Green-glazed ware, body sherd, molded lotus-petal pattern",,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2565.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3541_1,,,Smithsonian Institution
Fragment of neck and shoulder of bottle,,"Shanglinhu kiln site, Zhejiang province, China",10th century,,,Gift of James Marshall Plumer,,,Vessel,,,,,All_images\image2566.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-852,,,Smithsonian Institution
Fragment of jar wall,,"Lantau island, Hong Kong, China",,,,Gift of Brian Johnson,,,Vessel,,,,,All_images\image2567.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1129_1,,,Smithsonian Institution
Figure of Guanyin,,China,618-907,,H x W x D: 52 x 23.2 x 20.6 cm (20 1/2 x 9 1/8 x 8 1/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.333",,,Sculpture,,,,,All_images\image2568.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8098_03,,Bronze; cast,Smithsonian Institution
Rubbing of a stone statue of Guanyin with an inscription dated to 571,,China,inscription on statue: 571,,H x W: 64.5 x 37.7 cm (25 3/8 x 14 13/16 in),Gift of Peking University,,,Rubbing,,,,,All_images\image2569.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_29,,Ink on paper,Smithsonian Institution
Scholar Strolling in the Hills and Streams,Lu Hui (1851-1920),China,1888,,H x W (image): 18.5 x 51.5 cm (7 5/16 x 20 1/4 in),Purchase — Charles Lang Freer Endowment,,,Painting,,,,,All_images\image2570.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7413_28,,Ink and color on paper,Smithsonian Institution
Finial,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images\image2571.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8513_06,,Bronze,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2572.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-824_1,,,Smithsonian Institution
"Rim fragment, number on piece ""west"" D4b",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2573.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-703_1,,,Smithsonian Institution
Vessel mouth rim or lip (fragment),,"Longquan, Zhejiang province, China",1127-1279,,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2574.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1096_1-000002,,Stoneware with Guan style glaze,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Unclassified,,,,,All_images\image2575.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-834_1,,,Smithsonian Institution
Ornament,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Jewelry and Ornament,,,,,All_images\image2576.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-B-252-000001,,Bronze,Smithsonian Institution
"Base and foot rim, fragment",,"Longquan, Zhejiang province, China",1127-1279,,,Gift of C.F. Yau,,,Vessel,,,,,All_images\image2577.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-1109_1-000002,,Stoneware with Guan style glaze,Smithsonian Institution
Fragment with holes .6 cm. in diameter,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2578.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-812_1,,,Smithsonian Institution
Vessel wall and rim (small bowl or cup),,China,,,,Gift of John A. Pope,,,Vessel,,,,,All_images\image2579.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-3285_1,,,Smithsonian Institution
Figure of baby,,"Qionglai kiln site, Qionglai, Sichuan province, China",9th-early 10th century,,,Purchased from Dr. David C. Graham,,,Sculpture,,,,,All_images\image2580.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-191v1,,Stoneware with iron and copper pigments under clear glaze,Smithsonian Institution
Phoenix Hair Ornament,,China,960-1279,,H x W x D: 13.3 x 10.2 x 20.3 cm (5 1/4 x 4 x 8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.271",,,Jewelry and Ornament,,,,,All_images\image2581.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8082_26,,"Silver, coral, turquoise, and glass",Smithsonian Institution
Garment hook,,China,400-200 BCE,,H x W x D: 9.7 x 2 x 2.2 cm (3 13/16 x 13/16 x 7/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2582.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7384_42,,Bronze and silver,Smithsonian Institution
"1 of rubbings of stone relief sculpture at the Lung-men caves, some probably at the Ku-yang Cave; but they cannot be precisely identified from published material. (FSC-R-311 through FSC-R-328)",,China,,,,,,,Rubbing,,,,,All_images\image2583.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8483_20,,Ink on paper,Smithsonian Institution
"Rim fragment, number on piece ""west"" D4g",,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2584.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-745_1,,,Smithsonian Institution
Fragment of a dish,,China,,,,Gift of Helen D. Ling,,,Vessel,,,,,All_images\image2585.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-986_001,,Porcelain with cobalt pigment under translucent glaze,Smithsonian Institution
"Bowl, fragment of wall",,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2586.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-155v1,,"Stoneware with white slip under amber glaze on inside, iron glaze on part of outside",Smithsonian Institution
Garment hook,,China,400-200 BCE,,H x W x D: 3.1 x 1 x 1.6 cm (1 1/4 x 3/8 x 5/8 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2587.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6191_10,,Bronze,Smithsonian Institution
Rim fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2588.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2764_1,,,Smithsonian Institution
Lobed bowl,,China,1700-1735,,H x Diam (overall): 3.9 x 14.5 cm (1 9/16 x 5 11/16 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.255.6",,,Vessel,,,,,All_images\image2589.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8092_06,,Blow-formed glass,Smithsonian Institution
Chrysanthemum,Huang Binhong (1865-1955),China,1949,,H x W (image): 68.2 x 30.5 cm (26 7/8 x 12 in),Gift of Arthur M. Sackler,,,Painting,,,,,All_images\image2590.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6898_06,,Ink on paper,Smithsonian Institution
Kendi neck (fragment),,"Jingdezhen, Jiangxi province, China",late 16th-early 17th century,,,Gift of Miss. Elizabeth Lyons,,,Vessel,,,,,All_images\image2591.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-629,,Porcelain with cobalt pigment under colorless glaze,Smithsonian Institution
Vessel,,China,1600-1800,,H x W x D: 11.6 x 5.2 x 3 cm (4 9/16 x 2 1/16 x 1 3/16 in),Gift of Arthur M. Sackler,,,Vessel,,,,,All_images\image2592.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6892_06,,Jade,Smithsonian Institution
Small flat saucer,,"Liulichang kiln site, Chengdu, Sichuan province, China",1127-1279,,,Gift of Dr. David C. Graham,,,Vessel,,,,,All_images\image2593.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-fsc-p-160v1,,Stoeware with white slip under copper-green lead glaze,Smithsonian Institution
Garment hook,,China,400-200 BCE,,H x W x D: 4 x 1.7 x 1.2 cm (1 9/16 x 11/16 x 1/2 in),Gift of Arthur M. Sackler,,,Jewelry and Ornament,,,,,All_images\image2594.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6657_09,,Bronze,Smithsonian Institution
Fragment,,China,,,,Acquired under the guidance of the Carl Whiting Bishop expedition,,,Vessel,,,,,All_images\image2595.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2758_1,,,Smithsonian Institution
