Title,Artist,Place of Origin,Date,Medium,Dimensions,Credit Line,Object Number,Object Name,Type,Style,On View,inscribed/Inscripions,Description,save_path,Image URL
Set of four plaques of dancers,,China,206 BCE-9 CE,Jade (nephrite),H x W: 4 x 2.5 cm (1 9/16 x 1 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10427.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.1310.1-4_001
The Cave of Immortals,Qi Baishi 齊白石 (1864-1957),China,early-mid-20th century,Ink and color on paper,H x W (image): 147.3 x 33.2 cm (58 x 13 1/16 in),"Bequest from the collection of Wang Fangyu and Sum Wai, donated in their memory by Mr. Shao F. Wang.",,,Painting,,,,,All_images1.0\image10428.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7492_35
Ring,,China,206 BCE-220 CE,Bronze with gilding,Diam: 10.6 cm (4 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10429.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_02
Small bust of Buddhist figure,,China,first half 8th century,Stone,H x W x D (overall): 23.7 x 16.1 x 8.9 cm (9 5/16 x 6 5/16 x 3 1/2 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10430.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6665_02
Animal statuette,,China,618-907,Bronze,H x W: 4.4 x 3.1 cm (1 3/4 x 1 1/4 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10431.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_04
Mirror (chien),,China,960-1279,Bronze,Diam x D: 13.4 x 0.8 cm (5 1/4 x 5/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10432.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5993_12
Belt section,,China,618-907,Bronze,H x W: 3.8 x 3.6 cm (1 1/2 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10433.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_04
A boy,,China,206 BCE-220 CE,Bronze,H x W: 4.5 x 2.4 cm (1 3/4 x 15/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10434.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7737_05
Ornamental cap or finial,,China,618-907,Bronze,H x W: 4.6 x 1.8 cm (1 13/16 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10435.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7631_17
Pendant with pairs of birds; reverse with a single bird,,China,ca. 950-ca. 850 BCE,Marble (calcite),H x W x D: 6.7 x 7.1 x 0.9 cm (2 5/8 x 2 13/16 x 3/8 in),"Long-term loan from the Smithsonian American Art Museum; gift of John Gellatly, 1929.8.285",,,Jewelry and Ornament,,,,,All_images1.0\image10436.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-LTS1985.1.285.1_001-000001
Mirror (chien),,China,220-589,Bronze,H x W x D: 10.9 x 10.9 x 1.3 cm (4 5/16 x 4 5/16 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10437.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7681_05
Belt plaque,,"Ordos region, inner Mongolia, China",206 BCE-220 CE,Bronze,H: 3.8 cm (1 1/2 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10438.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_18
Belt section,,China,618-907,Bronze,H x W: 3.8 x 3.6 cm (1 1/2 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10439.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_08
Two figures on a hillside under trees,,China,17th century,Ink and color on silk,H x W: 232 x 135.7 cm (91 5/16 x 53 7/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10440.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5782_09
Rug,,China,1368-1644,Fabric,H x W: 256 x 166.5 cm (100 13/16 x 65 9/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10441.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8546_21
Table,,China,1573-1620,"Lacquered wood, mother of pearl",H x W: 95.6 x 379.1 cm (37 5/8 x 149 1/4 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10442.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8542_15
Bead: small annular,,China,1644-1911,Jade,H x W: 1.3 x 0.4 cm (1/2 x 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10443.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8531_13
Bodhisattva Avalokiteshvara (Guanyin),,China,1800-1912,Lacquer,H x W: 16.1 x 7.4 cm (6 5/16 x 2 15/16 in),Gift of Mr. R. L. Rinehart,,,Sculpture,,,,,All_images1.0\image10444.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-L-10_1-000001
Seal,,China,1644-1911,Jade (nerpentine),H x W: 3.7 x 4.6 cm (1 7/16 x 1 13/16 in),Gift of Charles Lang Freer,,,Tool and Equipment,,,,,All_images1.0\image10445.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7680_21
Seal of Xie Zhiliu (1910-1997): Zhuangmu sheng,Wu Zijian (born 1947),China,1976,Soapstone,H x W x D (overall): 3.5 x 3.5 x 4.3 cm (1 3/8 x 1 3/8 x 1 11/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10446.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6039_08
Landscape and poem in running script,Yang Pu (active 1920s-1930s),China,1928,Ink on paper,H x W (.18 calligraphy): 25.2 x 15.9 cm (9 15/16 x 6 1/4 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10447.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7426_09
"Bead, cylindrical, with a longitudinal perforation",,China,1644-1911,Jade,H: 2 cm (13/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10448.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_13
Ring,,China,206 BCE-220 CE,Bronze with gilding,Diam: 10.6 cm (4 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10449.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7700_03
Fitting (fragment),,China,ca. 1050-221 BCE,Bronze,H x W: 14.1 x 2.3 cm (5 9/16 x 7/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10450.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7728_26
Seal of Xie Zhiliu (1910-1997): Yuyin fu,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.3 x 1.3 x 3.6 cm (1/2 x 1/2 x 1 7/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10451.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6014_12
Pig,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Marble,H x W x D: 2 x 3.8 x 2.2 cm (13/16 x 1 1/2 x 7/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Sculpture,,,,,All_images1.0\image10452.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-RLS1997.48.95_001
Disk (bi) with raised hexagons arranged in a grid and dragons,,China,206 BCE-220 CE,Jade (nephrite),H x Diam (overall): 1.7 x 13.3 cm (11/16 x 5 1/4 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10453.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.1038_001
Mirror (chien),,China,960-1279,Bronze,Diam x D: 11.7 x 1 cm (4 5/8 x 3/8 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10454.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5994_03
Mirror (chien),,China,618-907,Bronze,Diam x D: 16 x 1 cm (6 5/16 x 3/8 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10455.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7681_03
Seal of Xie Zhiliu (1910-1997): Xie Zhi,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.6 x 1.6 x 2.5 cm (5/8 x 5/8 x 1 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10456.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6012_08
Finial,,China,ca. 1600-1050 BCE,Bronze,H x W: 8.4 x 4.2 cm (3 5/16 x 1 5/8 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10457.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7680_01
Table with dragon decoration,,China,probably 18th century,"Red lacquer with painted, incised and gold filled (qiangjin) decoration",H x W x D: 84.5 x 184.9 x 56.1 cm (33 1/4 x 72 13/16 x 22 1/16 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10458.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8535_08
Mirror,,China,206 BCE-220 CE,Bronze,Diam x D: 16.4 x 1.3 cm (6 7/16 x 1/2 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10459.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5993_08
Bell,,China,1644-1911,Jade,H x W: 15.1 x 5.8 cm (5 15/16 x 2 5/16 in),Gift of Charles Lang Freer,,,Musical Instrument,,,,,All_images1.0\image10460.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_36
Mouth of a vase,,China,,White porcelain under clear glaze,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image10461.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4283_1
Standing figure of Lü Dongbin,,China,17th century,Ink and color on silk,H x W (image): 165.5 x 68.9 cm (65 3/16 x 27 1/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10462.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5828_01
Seal of Xie Zhiliu (1910-1997): Yuyin fu,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 3.3 x 1.7 x 1.7 cm (1 5/16 x 11/16 x 11/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10463.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6031_08
Egrets and Lotus,Style of Lü Ji (ca. 1420-ca. 1505),China,late 15th-early 16th century,Ink and color on silk,H x W: 97.7 x 43.1 cm (38 7/16 x 16 15/16 in),Gift of Mr. Kyoichi Itoh,,,Painting,,,,,All_images1.0\image10464.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7735_33
Dhyani Buddha,Formerly attributed to Zhou Shan (active mid-12th century),China,16th-17th century?,Ink and color on paper,H x W: 105 x 52.1 cm (41 5/16 x 20 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10465.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5706_05
Luohan and lion,,China,1368-1644,Ink and color on paper,H x W: 99.5 x 53.5 cm (39 3/16 x 21 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10466.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5674_02
"Brocade, velvet; a large oblong wall hanging",,China,19th century,Velvet,H x W: 225 x 125 cm (88 9/16 x 49 3/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10467.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8546_18
Hairpin and ear-spoon,,China,960-1279,Silver,H x W: 19.8 x 3.2 cm (7 13/16 x 1 1/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10468.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7653_28
Bracelet,,China,1644-1911,Jade (nephrite),H x W: 2.1 x 8.1 cm (13/16 x 3 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10469.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7678_06
A Branch of loquats,Formerly attributed to Qian Xuan 錢選 (late 13th century),China,1368-1644,Ink and color on silk,H x W (image): 68.8 x 30 cm (27 1/16 x 11 13/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10470.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5807_06
Crouching tiger,,China,220-266,Jade (?),H x W: 3.4 x 8.3 cm (1 5/16 x 3 1/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10471.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7533_02
Bead: small annular,,China,1644-1911,Jade,H x W: 1.4 x 0.4 cm (9/16 x 3/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10472.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8531_13
Mirror (chien),,China,960-1279,Bronze,Diam x D: 20.1 x 1.7 cm (7 15/16 x 11/16 in),Gift of Charles Lang Freer,,,Mirror,,,,,All_images1.0\image10473.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5994_06
Belt section,,China,618-917,Bronze,H x W: 3.8 x 3.6 cm (1 1/2 x 1 7/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10474.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7508_02
Couplet in running script,,China,1833,Pair of hanging scrolls; ink on paper,"H x W (image, each): 163.9 x 29.2 cm (64 1/2 x 11 1/2 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10475.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5004_10-000001
Ceremonial vessel (ting),,China,,Bronze,H x W: 22.8 x 16.6 cm (9 x 6 9/16 in),Gift of Charles Lang Freer,,,Vessel,,,,,All_images1.0\image10476.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7606_17
"Ring, fragment, reworked to make a finial in the form of a bird",,China,ca. 1100-900 BCE,Jade,H x W x D (overall): 3.9 x 9 x 0.3 cm (1 9/16 x 3 9/16 x 1/8 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10477.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7642_52
Fragment of the wall and lower lip of a covered box,,"Jingdezhen, Jiangxi province, China",12th-13th century,Porcelain with transparent pale-blue (qingbai) glaze,H x W x D (overall): 3.5 x 5.4 x 1.6 cm (1 3/8 x 2 1/8 x 5/8 in),Gift of Mr. and Mrs. Roy Galloway,,,Container,,,,,All_images1.0\image10478.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4760v
Ornament,,China,19th century,Jade,H x W: 4.8 x 1.8 cm (1 7/8 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10479.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7534_06
Hollyhocks and Ducks,,China,1368-1644,Ink and color on silk,H x W: 130.1 x 87.1 cm (51 1/4 x 34 5/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10480.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5771_11
River Landscape: fishermen in boats,,China,15th century,Ink and color on silk,H x W: 218.3 x 120 cm (85 15/16 x 47 1/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10481.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8336_10
Table,,China,possibly first half of the 18th century,Dark brown lacquer on wood core with mother of pearl inlay,H x W x D: 37.3 x 80 x 80 cm (14 11/16 x 31 1/2 x 31 1/2 in),Gift of Charles Lang Freer,,,Furniture and Furnishing,,,,,All_images1.0\image10482.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8535_19
Birds and pines,Formerly attributed to Wu Zhen 吳鎮 (1280-1354),China,1368-1644,Ink on silk,H x W (image): 19.6 x 20.4 cm (7 11/16 x 8 1/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10483.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7067_02
Comments on historical figures in running cursive script,Wu Yun (1811-1883),China,1872,Set of four hanging scrolls; ink on paper,"H x W (image, each): 149.3 x 39.7 cm (58 3/4 x 15 5/8 in)",Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10484.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5109_07
Fitting in the form of a leaping lion,,China,618-907,Bronze with gilding,H x W: 7.3 x 14.1 cm (2 7/8 x 5 9/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10485.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7728_07
Lions and cubs,,China,1644-1911,Color on silk,H x W (image): 95.9 × 44.5 cm (37 3/4 × 17 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10486.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5676_07
Box,,"Gongxian, Henan province, China",,Porcelain with transparent pale-blue (qingbai) glaze,H x Diam (overall): 1 x 5 cm (3/8 x 1 15/16 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Container,,,,,All_images1.0\image10487.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4177_1
Three small round dishes,,China,,Porcelain with celadon glaze,,Gift of Mr. Marion McDowell,,,Vessel,,,,,All_images1.0\image10488.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4275.1-3_1
Ring handle of a vessel,,China,ca. 1050-771 BCE,Bronze,H x W: 10.8 x 1.8 cm (4 1/4 x 11/16 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10489.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7727_08
Toad on a lotus leaf,,China,1500-1700,Jade,H x W x D: 3.6 x 9 x 5.6 cm (1 7/16 x 3 9/16 x 2 3/16 in),Gift of Arthur M. Sackler,,,Sculpture,,,,,All_images1.0\image10490.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6174_07
Head of Buddha (Shakyamuni),,China,618-907,Stone,H x W x D: 35 × 22.5 × 23 cm (13 3/4 × 8 7/8 × 9 1/16 in),Gift of Charles Lang Freer,,,Sculpture,,,,,All_images1.0\image10491.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7755_33
Tasting Tea in a Pavilion by the Water,,China,16th century,Ink on silk,H x W (image): 84.3 x 61.6 cm (33 3/16 x 24 1/4 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10492.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5111_04
Ornament with an animal mask,,China,ca. 1050-771 BCE,Bronze,H x W: 26.8 x 7 cm (10 9/16 x 2 3/4 in),Gift of Charles Lang Freer,,,Jewelry and Ornament,,,,,All_images1.0\image10493.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7726_08
Seal of Xie Zhiliu (1910-1997): Xie Zhi,Wu Zijian (born 1947),China,1971,Soapstone,H x W x D (overall): 1.4 x 1.4 x 4 cm (9/16 x 9/16 x 1 9/16 in),Gift of the Xie Family,,,Tool and Equipment,,,,,All_images1.0\image10494.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6014_10_1
Pendant in the form of a fish,,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Jade (nephrite),H x W x D (overall): 3.3 × 9.9 × 0.5 cm (1 5/16 × 3 7/8 × 3/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Jewelry and Ornament,,,,,All_images1.0\image10495.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.351_001
Lid (?),,China,618-907,Bronze,H x W: 4.8 x 15.9 cm (1 7/8 x 6 1/4 in),Gift of Charles Lang Freer,,,Unclassified,,,,,All_images1.0\image10496.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7677_29
Landscape and poem in running script,Yang Pu (active 1920s-1930s),China,1928,Ink on paper,H x W (.12 calligraphy): 25.2 x 15.7 cm (9 15/16 x 6 3/16 in),Gift of Robert Hatfield Ellsworth in honor of the 75th Anniversary of the Freer Gallery of Art,,,Calligraphy,,,,,All_images1.0\image10497.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7426_06
Poem in standard script,Liu Yuanhui (17th century),China,ca. 1685,Ink on satin,H x W (image): 28.6 x 28.8 cm (11 1/4 x 11 5/16 in),Purchase — Charles Lang Freer Endowment,,,Calligraphy,,,,,All_images1.0\image10498.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7413_33
Parrots Eating Pomegranates,Formerly attributed to Huang Jucai (933-after 993),China,17th-18th century,Ink and color on silk,H x W: 82.5 x 111.4 cm (32 1/2 x 43 7/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10499.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5916_10
"Rug, square",,China,1644-1911,Fabric,H x W: 98.5 x 96 cm (38 3/4 x 37 13/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10500.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-8546_12
"Lid, olive green glazed",,"Changsha Tomb site, China",,Pottery,H x Diam (overall): 3.8 x 12.7 cm (1 1/2 x 5 in),Gift of the John Hadley Cox Archaeological Study Collection,,,Vessel,,,,,All_images1.0\image10501.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-4215_1-000001
"Tube (cong 琮), one of a pair",,"Anyang, probably Henan province, China",ca. 1300-ca. 1050 BCE,Marble,H x W x D (overall): 9.6 × 7 × 7.1 cm (3 3/4 × 2 3/4 × 2 13/16 in),"The Dr. Paul Singer Collection of Chinese Art of the Arthur M. Sackler Gallery, Smithsonian Institution; a joint gift of the Arthur M. Sackler Foundation, Paul Singer, the AMS Foundation for the Arts, Sciences, and Humanities, and the Children of Arthur M. Sackler",,,Ceremonial Object,,,,,All_images1.0\image10502.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-S2012.9.242.2_001
Cong,,China,1644-1911,Jade,H x W x D: 5.7 x 11.2 x 11 cm (2 1/4 x 4 7/16 x 4 5/16 in),Gift of Charles Lang Freer,,,Ceremonial Object,,,,,All_images1.0\image10503.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7607_40
"A Tatar, an emaciated horse, and a dog",,China,1279-1368,Ink and color on silk,H x W: 49.9 x 49.9 cm (19 5/8 x 19 5/8 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10504.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5718_01
Tatar horsemen,,China,1368-1644,Ink and color on silk,H x W: 113.2 x 57.1 cm (44 9/16 x 22 1/2 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10505.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5673_01
"A Tatar, a lean horse, and a dog",Formerly attributed to Hu Huai (early 10th century),China,1368-1644,Ink and color on paper,H x W: 64.9 x 43.6 cm (25 9/16 x 17 3/16 in),Gift of Charles Lang Freer,,,Painting,,,,,All_images1.0\image10506.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-5818_06
Cup and stand,,,ca. 5th-4th century BCE,Black and red lacquer on wood core,H x W x D: 23.5 x 15.5 x 17.9 cm (9 1/4 x 6 1/8 x 7 1/16 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10507.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-6321_04
Cup,,,5th-3rd century BCE,Lacquer,H x W x D: 5 x 15.2 x 17.1 cm (1 15/16 x 6 x 6 3/4 in),Purchase — Charles Lang Freer Endowment,,,Vessel,,,,,All_images1.0\image10508.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-F1947.24_001
Dharmapala Yamaraja and Chamunda,,China,mid 18th century,Gilt copper; turquoise insets (most original); remains of pigments; base and contents lost,H x W x D: 36 × 25.5 × 13 cm (14 3/16 × 10 1/16 × 5 1/8 in),The Alice S. Kandell Collection,,,Sculpture,,Sackler Gallery 26a: The Tibetan Buddhist Shrine Room,,,All_images1.0\image10509.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7615_24
Covered box,,China,probably 8th century,Earthenware with copper-green lead-silicate glaze; wooden stand,H x Diam: 7.6 x 9 cm (3 x 3 9/16 in),Gift of J.D. Hatch in memory of William R.B. Acker,,,Container,,,,,All_images1.0\image10510.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7054_04
Dish,,"Jingdezhen, Jiangxi province, China",early 17th century,Porcelain with cobalt pigment under clear glaze,D. 19.4 cm (7 5/8 in).,Gift of Mrs. Gardner Palmer,,,Vessel,,,,,All_images1.0\image10511.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-FSC-P-2787_1-000001
Textile,,China,19th century,Silk,H x W: 440 x 68 cm (173 1/4 x 26 3/4 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10512.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7868_19
Textile with octagonal and square floral patterns,,China,19th century,Brocade: woven silk threads,H x W: 171 x 70.4 cm (67 5/16 x 27 11/16 in),Gift of Charles Lang Freer,,,Costume and Textile,,,,,All_images1.0\image10513.jpg,https://ids.si.edu/ids/deliveryService?max_w=800&id=FS-7814_01
